"","P","H","rep","JC","volume","error"
"1",0.1,0,1,55.016044638424,110.499956186037,0.0140894976000343
"2",0.1,0,2,55.7262567321019,64.8098507179699,0.0106805080629755
"3",0.1,0,3,52.7275834476842,89.535156297001,0.0121748566532475
"4",0.1,0,4,60.7766538427001,57.2101028167502,0.0075891074684531
"5",0.1,0,5,68.2733370537443,78.8642888660557,0.00988783334210925
"6",0.1,0,6,49.4921727987072,51.9557915912364,0.0131186238506148
"7",0.1,0,7,63.7753271271178,56.017902907295,0.0144505452123516
"8",0.1,0,8,42.784614136194,87.3621893283239,0.0152108293285801
"9",0.1,0,9,56.8310311000452,35.3963780547575,0.0111064079285429
"10",0.1,0,10,54.9371321835709,76.2448550127244,0.0142039121363861
"11",0.1,0.1,1,61.2501285718187,110.607374105394,0.0132556479110108
"12",0.1,0.1,2,57.2255933743107,49.2970914338418,0.0103077505741838
"13",0.1,0.1,3,61.3290410266718,-4.00873490764195,0.0135170987417033
"14",0.1,0.1,4,56.9099435548983,127.772182794574,0.0155407350360628
"15",0.1,0.1,5,61.5657783912311,5.14796911010512,0.00981811242065924
"16",0.1,0.1,6,60.2242666587284,58.8857274904133,0.0119947411944458
"17",0.1,0.1,7,69.1413740571284,40.542138424785,0.0109332508315554
"18",0.1,0.1,8,66.6161755018293,114.577405587819,0.0150641738656729
"19",0.1,0.1,9,67.0896502309479,105.336762251251,0.0147439226383324
"20",0.1,0.1,10,79.3210807331779,6.19504918957944,0.00945895330587371
"21",0.1,0.2,1,70.3250608799248,85.5740924464993,0.0145549566701518
"22",0.1,0.2,2,83.5823532952451,13.5966826677789,0.00718510358320373
"23",0.1,0.2,3,62.5916403043213,74.260854714378,0.014341906952526
"24",0.1,0.2,4,76.0856700842009,62.6942967631861,0.0168882680373093
"25",0.1,0.2,5,93.8409724261478,8.23926734245964,0.00693100912733794
"26",0.1,0.2,6,69.7726736959532,30.8496192610891,0.00989420958414354
"27",0.1,0.2,7,72.6135220706646,29.1873357996419,0.0122711971389971
"28",0.1,0.2,8,72.929171890077,51.758322780129,0.0088996127233279
"29",0.1,0.2,9,73.4815590740487,56.3578626944364,0.00923542891301967
"30",0.1,0.2,10,66.7740004115355,53.197651071235,0.0107591347370978
"31",0.1,0.3,1,90.1320870480522,56.0701244309291,0.0112141490620338
"32",0.1,0.3,2,76.7958821778788,74.0504366294909,0.015076774194259
"33",0.1,0.3,3,76.4013199036133,120.076716070474,0.0155912464781971
"34",0.1,0.3,4,78.1373939103814,15.4197455880931,0.0117457996788454
"35",0.1,0.3,5,88.6327504058434,26.6429632802417,0.0100350167358368
"36",0.1,0.3,6,99.6804940852769,7.32735865757809,0.00738016758402043
"37",0.1,0.3,7,79.399993188031,75.609750837634,0.0123867270404029
"38",0.1,0.3,8,68.9046366925691,59.5007815958076,0.0151733274386792
"39",0.1,0.3,9,83.1088785661266,20.364635266302,0.0114805318735579
"40",0.1,0.3,10,89.974262138346,16.4536272873322,0.00823158117547071
"41",0.1,0.4,1,102.915904734254,2.40192742316876,0.00655401818813531
"42",0.1,0.4,2,89.185137589815,52.5217621958097,0.00923842564148549
"43",0.1,0.4,3,88.3960130412841,23.5875931492463,0.00824584206068209
"44",0.1,0.4,4,106.309140292937,7.9307540084922,0.00669283425643293
"45",0.1,0.4,5,87.2123262184876,87.0488926946055,0.0108373336510801
"46",0.1,0.4,6,93.209672787323,91.0310973822869,0.0155716868493741
"47",0.1,0.4,7,90.6055617771708,60.3758683909503,0.00983796006117298
"48",0.1,0.4,8,99.6015816304238,37.8753405311413,0.0086504097650506
"49",0.1,0.4,9,91.631423690261,8.82216759804962,0.00674495366023694
"50",0.1,0.4,10,93.6042350615885,34.2469496733756,0.0082759240679648
"51",0.1,0.5,1,106.940439931762,21.5250962650187,0.00828759869575064
"52",0.1,0.5,2,102.679167369695,9.86730988924239,0.00943799012367176
"53",0.1,0.5,3,106.861527476909,10.3690216334241,0.00562784606642228
"54",0.1,0.5,4,92.6572856033513,28.887663285935,0.00802690264779898
"55",0.1,0.5,5,100.311793724102,27.2871383985749,0.00768542778461165
"56",0.1,0.5,6,106.38805274779,-10.1329107648539,0.00878659654707307
"57",0.1,0.5,7,114.2792982331,31.8009204641124,0.0106613618802022
"58",0.1,0.5,8,108.124126754558,16.3102588335955,0.00896351254849928
"59",0.1,0.5,9,101.416568092045,24.4267814197312,0.0111022930796763
"60",0.1,0.5,10,99.9961439046893,57.3562723978158,0.0158071610734619
"61",0.1,0.6,1,115.147335236484,-53.4034908917696,0.0132215387529527
"62",0.1,0.6,2,115.778634875309,21.9872664609284,0.00672312195581498
"63",0.1,0.6,3,131.797863210487,-13.7867581700192,0.00798611062954713
"64",0.1,0.6,4,115.384072601043,26.0549286468777,0.00870699829210453
"65",0.1,0.6,5,122.012718808703,19.2673070128814,0.00580035939573847
"66",0.1,0.6,6,118.540570795167,16.8005954544565,0.00736697178709093
"67",0.1,0.6,7,94.9457467940911,18.0418331810109,0.010970938332319
"68",0.1,0.6,8,115.541897510749,64.9419408760265,0.0117723168188837
"69",0.1,0.6,9,102.442430005135,11.2239483021337,0.00945543358906461
"70",0.1,0.6,10,113.963648413687,31.572595772593,0.00987083098069395
"71",0.1,0.7,1,111.201712493829,42.3427757938919,0.00984883008478862
"72",0.1,0.7,2,123.906617725178,33.8585658163299,0.00804456192500988
"73",0.1,0.7,3,112.937786500597,-8.32964371332679,0.0146094145306962
"74",0.1,0.7,4,128.246802742098,13.7862486740995,0.00862957619328261
"75",0.1,0.7,5,123.512055450912,-15.7935934101838,0.00949925132743145
"76",0.1,0.7,6,126.668553645036,27.3989600444712,0.00754277168109325
"77",0.1,0.7,7,119.487520253404,-21.023594638839,0.00957851546832926
"78",0.1,0.7,8,119.092957979139,41.7884518046743,0.0082796466222203
"79",0.1,0.7,9,122.249456173263,-90.9983087541606,0.015749726392783
"80",0.1,0.7,10,107.966301844852,31.3558014620178,0.00737159887448694
"81",0.1,0.8,1,115.699722420456,-30.9997539207612,0.00932627344491921
"82",0.1,0.8,2,122.328368628116,11.6363861778105,0.00622326561486133
"83",0.1,0.8,3,120.039907437376,10.0411379651762,0.0088778569334173
"84",0.1,0.8,4,122.091631263556,7.61326052952856,0.00837960027547739
"85",0.1,0.8,5,118.067096066049,76.5205116920925,0.0154666384203828
"86",0.1,0.8,6,110.649325309857,3.29695989108905,0.0111523562095435
"87",0.1,0.8,7,124.853567183415,34.9297110620713,0.00998029428571409
"88",0.1,0.8,8,126.826378554742,-85.8391437008661,0.0136566028575744
"89",0.1,0.8,9,116.173197149574,-26.5710202738757,0.0175511714017072
"90",0.1,0.8,10,121.93380635385,8.89625515642831,0.00743204252748798
"91",0.1,0.9,1,122.880755812087,17.5744574385635,0.00758324936164714
"92",0.1,0.9,2,120.829031985907,-50.8739786904932,0.0124036037534759
"93",0.1,0.9,3,122.722930902381,-96.4259095700268,0.015449346414346
"94",0.1,0.9,4,121.854893898997,-24.415739265059,0.00763592696350305
"95",0.1,0.9,5,125.800516641652,6.63927234617418,0.00594315024596918
"96",0.1,0.9,6,131.324388481369,0.79539602435581,0.00523766144392918
"97",0.1,0.9,7,126.116166461064,-43.551660703592,0.0115733271530005
"98",0.1,0.9,8,129.193752200335,-13.8342111338339,0.00704145873315555
"99",0.1,0.9,9,124.537917364002,-5.66266984427591,0.115411542799356
"100",0.1,0.9,10,127.694415558126,-16.5050698647736,0.00938559930878806
"101",0.1,1,1,119.250782888845,30.8842573448045,0.013716044691575
"102",0.1,1,2,130.140701658572,7.11669111666423,0.00676829959706495
"103",0.1,1,3,126.431816280477,-98.1072579020419,0.0152203509861526
"104",0.1,1,4,135.506748588583,-15.1260657686567,0.00936318975030593
"105",0.1,1,5,127.457678193567,-25.5961688106959,0.00749463769598362
"106",0.1,1,6,127.063115919302,21.0986223535236,0.00674695435872734
