"","P","H","rep","JC","volume","error"
"107",0.1,1,7,129.509402019748,5.04955118242621,0.00541973648550368
"108",0.1,1,8,130.298526568279,-46.3566067077014,0.0109432573390806
"109",0.1,1,9,124.853567183415,1.1297204662323,0.00731919430279314
"110",0.1,1,10,126.273991370771,2.33947687338559,0.00724708184054
"111",0.2,0,1,52.5293136580831,154.308385926885,0.0118691838037262
"112",0.2,0,2,60.3733670528854,134.568441697138,0.0186300700094139
"113",0.2,0,3,57.1382489861026,171.010722566122,0.019321684163249
"114",0.2,0,4,65.381152553522,134.180289340721,0.0125644328768998
"115",0.2,0,5,62.1903511725854,116.143407895818,0.0102973499058951
"116",0.2,0,6,55.1439981230172,218.74806033499,0.0150323618578192
"117",0.2,0,7,58.1575327605684,161.210592401783,0.0124301011374626
"118",0.2,0,8,70.5218881116975,77.7722650250541,0.0167720150998443
"119",0.2,0,9,53.5042807467026,151.849745459607,0.0123257352050727
"120",0.2,0,10,51.8202466845417,122.532622664743,0.0162983793003869
"121",0.2,0.1,1,63.7857518630537,138.917203551503,0.0151804240360086
"122",0.2,0.1,2,75.529673612334,135.558821333743,0.0120124515236887
"123",0.2,0.1,3,64.4505021507488,123.241585467413,0.0113636556326466
"124",0.2,0.1,4,65.381152553522,135.461637301749,0.0150966770704895
"125",0.2,0.1,5,67.9072036467634,170.599626160359,0.0126268554775962
"126",0.2,0.1,6,65.0709357525976,93.2485784810769,0.0154373971017961
"127",0.2,0.1,7,65.780002726139,55.1381106109867,0.0137581700810143
"128",0.2,0.1,8,72.9149891473999,64.264653509138,0.011712713535375
"129",0.2,0.1,9,72.5161389747829,106.22175794703,0.0127648296442991
"130",0.2,0.1,10,71.1423217135463,6.92971732023261,0.0107322944187311
"131",0.2,0.2,1,83.063510206212,99.3431236853456,0.0137489364488599
"132",0.2,0.2,2,77.9227746480365,76.0876524626566,0.0132047022067733
"133",0.2,0.2,3,87.3622287333071,57.8902833957289,0.0114498643606382
"134",0.2,0.2,4,83.9941606089852,-26.9530700467917,0.0102151978565999
"135",0.2,0.2,5,81.8226430025145,61.8253294417572,0.0111757495037567
"136",0.2,0.2,6,78.1443580772682,228.086088715038,0.0183187573145376
"137",0.2,0.2,7,84.1714273523705,81.3859375188194,0.0131027692031044
"138",0.2,0.2,8,90.5087134283973,85.3883319779629,0.0113939580584872
"139",0.2,0.2,9,77.3909744178804,97.909248827713,0.0119866444066287
"140",0.2,0.2,10,86.2099949013022,176.212736065934,0.0128864731597849
"141",0.2,0.3,1,93.7881481810265,86.9270680206942,0.013237493997817
"142",0.2,0.3,2,89.9769131982412,3.01610090729025,0.0135137447293743
"143",0.2,0.3,3,91.3507304594777,104.078106391435,0.0131307431583671
"144",0.2,0.3,4,86.2986282729949,24.3787543619037,0.013358370024821
"145",0.2,0.3,5,90.9518802868607,127.695516823177,0.0149428896172645
"146",0.2,0.3,6,82.0442264317462,120.242488886451,0.0177468745532868
"147",0.2,0.3,7,88.0269790210022,17.3028642304486,0.00626960042455689
"148",0.2,0.3,8,99.9038508278215,91.239698497185,0.0118805592698387
"149",0.2,0.3,9,102.474218606909,32.3250633111047,0.00832173478883502
"150",0.2,0.3,10,92.8574977782533,10.4339909486208,0.00970449952534694
"151",0.2,0.4,1,106.46272033308,33.2430472491346,0.00814831821971433
"152",0.2,0.4,2,93.7438314951801,211.368602621181,0.0189942216864677
"153",0.2,0.4,3,104.15825266907,35.1778632889212,0.0120083606132447
"154",0.2,0.4,4,90.0212298840875,35.7208449343548,0.0146602976061942
"155",0.2,0.4,5,89.7110130831631,133.34038350204,0.0135017796692846
"156",0.2,0.4,6,106.595670390619,16.4683898686331,0.0073584707078905
"157",0.2,0.4,7,84.5702775249876,185.777596172331,0.0147408327631629
"158",0.2,0.4,8,90.0212298840875,64.5751090013475,0.0131866150492016
"159",0.2,0.4,9,95.6937656724191,26.1600767444497,0.012998223208002
"160",0.2,0.4,10,103.271918952143,22.0708342782034,0.00890237730649676
"161",0.2,0.5,1,104.867319642612,39.0578369975497,0.0112220347495377
"162",0.2,0.5,2,113.24317326757,-4.64173272153545,0.00696972705584513
"163",0.2,0.5,3,116.345341276814,40.0397027442277,0.00986608604101494
"164",0.2,0.5,4,103.8037191823,55.763311483821,0.0187628348407487
"165",0.2,0.5,5,98.795933681663,50.065397176831,0.0153997663649395
"166",0.2,0.5,6,108.988771426321,-1.83697692818924,0.0132085662053914
"167",0.2,0.5,7,113.907923555265,212.538574965321,0.0167884969306346
"168",0.2,0.5,8,119.225925856826,-23.5604448486495,0.00973263965453746
"169",0.2,0.5,9,113.065906524185,21.5887938188161,0.0127931068655396
"170",0.2,0.5,10,125.385945189468,-14.2915427376034,0.0083949305188042
"171",0.2,0.6,1,125.075728388543,69.5200787881602,0.0212554140500873
"172",0.2,0.6,2,117.010091564509,196.401744815208,0.018948187825682
"173",0.2,0.6,3,114.528357157114,67.760243331941,0.0131210187209755
"174",0.2,0.6,4,114.351090413729,50.9417309821081,0.00992618587064948
"175",0.2,0.6,5,126.848395822397,23.4334312673905,0.009172252320389
"176",0.2,0.6,6,116.03512447589,18.0333869918551,0.0084747793539408
"177",0.2,0.6,7,120.289526317138,47.0898371409394,0.0114093878031824
"178",0.2,0.6,8,122.948527467919,153.576036689697,0.0154166435872058
"179",0.2,0.6,9,121.707660264221,167.976657172592,0.0189281071168653
"180",0.2,0.6,10,123.391694326382,59.7325965778863,0.0112335559428385
"181",0.2,0.7,1,129.285813543946,-16.0276483368664,0.00809558885890319
"182",0.2,0.7,2,126.493862335626,91.3649378887927,0.0161227579504588
"183",0.2,0.7,3,111.559139205409,175.804672466178,0.0154457680948747
"184",0.2,0.7,4,128.576746570404,73.4479462986112,0.0146832574563309
"185",0.2,0.7,5,110.406905373404,-22.3365547220018,0.0124260803166652
"186",0.2,0.7,6,116.168074533429,10.7816379500953,0.0102149724939925
"187",0.2,0.7,7,108.102437709395,27.6754714187672,0.0122491347412466
"188",0.2,0.7,8,124.499611472541,-19.792563741542,0.00876128252837128
"189",0.2,0.7,9,125.297311817775,44.5883183519936,0.00921422459996136
"190",0.2,0.7,10,127.29156268086,50.0958244945023,0.0107695296422345
"191",0.2,0.8,1,133.008415155038,-23.6889900171588,0.0100099661439326
"192",0.2,0.8,2,126.183645534702,7.9261543672194,0.00937162354772807
"193",0.2,0.8,3,126.848395822397,50.3746526785549,0.0195352799190377
"194",0.2,0.8,4,127.069979251629,23.4262302961855,0.00909307339888964
"195",0.2,0.8,5,132.831148411653,-12.6351218390207,0.00857093574007734
"196",0.2,0.8,6,120.067942887907,-7.99069675846687,0.00975996016158226
"197",0.2,0.8,7,123.568961069768,43.629092854285,0.00918944481765037
"198",0.2,0.8,8,128.62106325625,0.339342596713209,0.00830268495855899
"199",0.2,0.8,9,124.233711357463,-20.623302331691,0.0200276604228839
"200",0.2,0.8,10,129.019913428868,74.1014935340011,0.0206780076815957
"201",0.2,0.9,1,130.615314119336,-4.4823451187919,0.00449431813864108
"202",0.2,0.9,2,126.006378791316,91.9079896661674,0.0123791836215559
"203",0.2,0.9,3,132.476614924882,-16.2562469694968,0.00981404238392142
"204",0.2,0.9,4,126.892712508243,9.97604582788904,0.00993106771164874
"205",0.2,0.9,5,127.734729539324,-2.3351283845418,0.00735118020138537
"206",0.2,0.9,6,122.771260724533,109.518866306617,0.0161243725084765
"207",0.2,0.9,7,128.26652976948,8.32909734605914,0.00733263746765946
"208",0.2,0.9,8,128.62106325625,-45.427585001093,0.0224161036136881
"209",0.2,0.9,9,131.501647836263,21.9373957731418,0.0105538407388946
"210",0.2,0.9,10,129.950563831641,10.2284568166911,0.0158026073911098
"211",0.2,1,1,132.210714809804,-31.1901581983656,0.0148935460019424
"212",0.2,1,2,130.836897548567,7.17886629575787,0.009871324919139
"213",0.2,1,3,129.418763601485,25.7376879407594,0.0205682340733538
"214",0.2,1,4,132.653881668267,-7.09443664315106,0.00680919498743541
"215",0.2,1,5,135.53446624828,-26.5817718039897,0.0123101723150105
"216",0.2,1,6,132.476614924882,-4.19386388287148,0.00741668849782564
"217",0.2,1,7,132.25503149565,17.4696364438917,0.0133261516803857
"218",0.2,1,8,132.964098469192,56.7192075489193,0.0133423232214825
"219",0.2,1,9,128.177896397787,-4.33429172599443,0.00800896703971949
"220",0.2,1,10,126.44954564978,106.141305680416,0.0299596859348905
"221",0.3,0,1,69.4428706221838,150.62843732435,0.0157884477016125
"222",0.3,0,2,64.0503381657226,239.234656313079,0.0154586768080619
"223",0.3,0,3,60.4777854133171,87.5797536810923,0.0116776161616568
"224",0.3,0,4,66.7129010661003,42.2645521602016,0.00817317619700752
"225",0.3,0,5,53.8719331541521,123.087400389655,0.0118468632280606
"226",0.3,0,6,52.6586133514483,160.045240227118,0.0156663462919782
"227",0.3,0,7,58.1522557914681,195.367397682736,0.0171682917547734
"228",0.3,0,8,58.8937290042316,171.507890404344,0.0139555802300392
"229",0.3,0,9,57.343375922999,77.9429772420295,0.0143320483245295
"230",0.3,0,10,51.9171401386849,66.6254359931049,0.00981252253294035
"231",0.3,0.1,1,69.7462005728597,36.721463828895,0.00834759836933471
"232",0.3,0.1,2,80.4975621579293,34.1623261537645,0.00860715347111315
"233",0.3,0.1,3,87.3393377120644,85.1861605314591,0.011638188636938
"234",0.3,0.1,4,82.587168484808,257.649528679122,0.014535101261793
"235",0.3,0.1,5,74.3972598165575,219.12807883595,0.0154677321609484
"236",0.3,0.1,6,72.1728401782673,75.4886599320859,0.0102012339227234
"237",0.3,0.1,7,69.3417606386252,72.3513715973272,0.0116068586322068
"238",0.3,0.1,8,68.532880770156,40.8094125962327,0.0100398551061306
"239",0.3,0.1,9,82.6882784683666,125.873427810539,0.01260467250947
"240",0.3,0.1,10,63.1740516415476,137.316116441855,0.0136579122964286
"241",0.3,0.2,1,80.0257155679889,81.5739281663077,0.0149708752908212
"242",0.3,0.2,2,93.8440799876708,9.29724239090518,0.0176278049269798
"243",0.3,0.2,3,90.4063405466767,69.3128780512153,0.0099905966771324
"244",0.3,0.2,4,91.3500337265575,143.128182240716,0.0150091626747618
"245",0.3,0.2,5,94.9562898068159,92.8641137523628,0.0101425581850889
"246",0.3,0.2,6,82.0816185670148,52.1697420776964,0.0104847793372296
"247",0.3,0.2,7,81.9468052556032,144.870545840872,0.0169232661432356
"248",0.3,0.2,8,77.3294493397583,207.16926777474,0.0169449014914112
"249",0.3,0.2,9,83.5308616646887,98.8414382568882,0.0142273861321298
"250",0.3,0.2,10,80.9357054200168,98.4506023547153,0.012158197737056
"251",0.3,0.3,1,94.1137066104938,28.493319680582,0.00889817160389234
"252",0.3,0.3,2,90.2715272352652,152.42883695706,0.0155086170706967
"253",0.3,0.3,3,107.055784506001,140.33882483377,0.0195502319935656
"254",0.3,0.3,4,89.9344939567364,98.8383645730668,0.0138855477040937
"255",0.3,0.3,5,88.0808109248279,38.686309143982,0.0097978062694704
"256",0.3,0.3,6,93.6418600205535,52.0245369064648,0.0113015997238095
"257",0.3,0.3,7,93.8103766598179,88.6191178940938,0.0125387188157066
"258",0.3,0.3,8,93.3048267420246,20.9990626130304,0.0104597094231628
"259",0.3,0.3,9,83.5982683203945,112.770106589211,0.01567776345276
"260",0.3,0.3,10,89.3615373832374,29.460079263907,0.0092940652145677
"261",0.3,0.4,1,104.393221605623,46.7468110020966,0.0108315280119982
"262",0.3,0.4,2,103.584341737154,25.3109293820224,0.0114276389942005
"263",0.3,0.4,3,97.1807094451061,156.048029192739,0.0171935841898461
"264",0.3,0.4,4,108.538730931528,255.534273335916,0.0162858150376
"265",0.3,0.4,5,98.4951392313686,54.1797701566204,0.0100576612364459
"266",0.3,0.4,6,99.3040190998377,77.2501712148555,0.0143321018559205
"267",0.3,0.4,7,117.537519468247,41.0805758960357,0.0126181158835168
"268",0.3,0.4,8,116.425309649102,3.26236280651517,0.00881510835189657
"269",0.3,0.4,9,102.303615278744,1.53490363937203,0.00715314264859409
"270",0.3,0.4,10,104.528034917035,17.5130567743862,0.006586108255857
"271",0.3,0.5,1,111.201293831905,166.747822393479,0.019455582484914
"272",0.3,0.5,2,119.054169221627,101.388011717147,0.0181701676511662
"273",0.3,0.5,3,124.075965071706,-20.9594214099479,0.00907178827619836
"274",0.3,0.5,4,122.930051924708,11.0043187363455,0.00854999188847513
"275",0.3,0.5,5,117.5712227961,-63.8245029689533,0.0129928177393521
"276",0.3,0.5,6,113.257196830931,-5.83218016160703,0.0106195207973196
"277",0.3,0.5,7,114.167186682959,23.1268146423959,0.00714585576385959
"278",0.3,0.5,8,101.258812115305,170.205390010053,0.0172890463542653
"279",0.3,0.5,9,118.649729287392,213.85739617944,0.0184283979585727
"280",0.3,0.5,10,127.176671234172,-0.412443812931542,0.0065811517769037
"281",0.3,0.6,1,104.224704966359,119.025812424444,0.0162028549812143
"282",0.3,0.6,2,120.671928958565,17.9986811024275,0.00726586061868011
"283",0.3,0.6,3,116.324199665543,35.5934292164079,0.0106647739180592
"284",0.3,0.6,4,110.055380684907,46.5416177717667,0.00946152017612709
"285",0.3,0.6,5,116.964562894748,14.3042011274701,0.00871365931714571
"286",0.3,0.6,6,111.167590504052,24.1984113355753,0.0111836220487988
"287",0.3,0.6,7,113.223493503078,134.374972125426,0.0143514658399888
"288",0.3,0.6,8,112.043877028227,23.8107811313401,0.0144132143224684
"289",0.3,0.6,9,126.098164742879,270.771565137643,0.0207022840833968
"290",0.3,0.6,10,115.178286518545,-15.14524453824,0.0105192555283886
"291",0.3,0.7,1,127.27778121773,62.0009051445449,0.0129851646123474
"292",0.3,0.7,2,133.142160264132,5.66492366018957,0.00576841218808243
"293",0.3,0.7,3,127.918144446935,-2.79711096305243,0.00934023332823596
"294",0.3,0.7,4,124.446701678088,56.8671629126834,0.0113754166279017
"295",0.3,0.7,5,116.964562894748,9.35280819449929,0.0155991515256278
"296",0.3,0.7,6,117.267892845424,154.575495022599,0.0179117184450355
"297",0.3,0.7,7,131.659213838605,7.90375847391959,0.00587911515142792
"298",0.3,0.7,8,122.963755252561,13.5068284737811,0.00620537505931328
"299",0.3,0.7,9,130.277377396637,212.090662788572,0.0178863589961818
"300",0.3,0.7,10,115.414209813516,112.722315417085,0.0160167505958761
"301",0.3,0.8,1,129.468497528168,1.26527720653496,0.0138528040464394
"302",0.3,0.8,2,129.771827478844,-1.08484502159456,0.00915552938963976
"303",0.3,0.8,3,128.019254430494,-40.4287332042248,0.0124424929490308
"304",0.3,0.8,4,129.637014167432,118.552998772517,0.0150443243254725
"305",0.3,0.8,5,123.469305170355,94.3921819142058,0.0142795155772863
"306",0.3,0.8,6,120.098972385066,120.939434638613,0.0223523100466896
"307",0.3,0.8,7,124.210778383118,40.8979269846013,0.0101883630381202
"308",0.3,0.8,8,132.400687051368,73.6851914915678,0.0105684264911363
"309",0.3,0.8,9,131.591807182899,198.969432086166,0.0158218394614886
"310",0.3,0.8,10,121.952655416975,209.423559320668,0.0192325798842352
"311",0.3,0.9,1,127.378891201289,12.2517675482267,0.00922359560286562
"312",0.3,0.9,2,129.940344118108,59.661956891789,0.0312962019057646
"313",0.3,0.9,3,122.255985367651,44.0019058284699,0.0126049436676475
"314",0.3,0.9,4,134.119556771865,201.760576995,0.0395750035550065
"315",0.3,0.9,5,133.142160264132,-5.17793587311985,0.00711866284289596
"316",0.3,0.9,6,132.704017002044,12.2430745002805,0.0113443232040598
"317",0.3,0.9,7,130.513300691607,54.8659702763762,0.00994516928775378
"318",0.3,0.9,8,131.827730477869,114.202758856305,0.0179341437657043
"319",0.3,0.9,9,126.232978054291,178.786346548977,0.0164926491356477
"320",0.3,0.9,10,131.794027150017,65.7783554450192,0.0247584300320011
"321",0.3,1,1,130.78292731443,5.6023499591488,0.0053912715894493
"322",0.3,1,2,131.524400527193,87.6496308295299,0.0160796941248565
"323",0.3,1,3,131.153663920812,20.8198904958889,0.0119654404170093
"324",0.3,1,4,123.873745104589,246.751845270025,0.017554732922206
"325",0.3,1,5,132.265873739957,22.2775334189988,0.00818014254689682
"326",0.3,1,6,131.794027150017,4.24355269063796,0.00562757828981652
"327",0.3,1,7,132.097357100692,33.5180487021786,0.0149819373445197
"328",0.3,1,8,129.637014167432,64.5026870707553,0.0103408471693136
"329",0.3,1,9,136.343976410156,115.277867499855,0.0225022648149401
"330",0.3,1,10,131.187367248665,81.9904541769869,0.0150356236239523
"331",0.4,0,1,65.6290162576083,42.7322087340614,0.0104585208063577
"332",0.4,0,2,58.5686250181071,81.9890080990608,0.0100293837810808
"333",0.4,0,3,61.6575461853889,65.4442553136614,0.011776427263007
"334",0.4,0,4,61.21627173292,62.4242585181364,0.0123731736455134
"335",0.4,0,5,63.9227550413955,69.5234557729401,0.0095638517893809
"336",0.4,0,6,67.5706238484712,31.2849939491292,0.0082187809194495
"337",0.4,0,7,62.3341670125077,33.4984336314876,0.00725926541154479
"338",0.4,0,8,64.9229771336582,105.445202596232,0.0157955003236067
"339",0.4,0,9,65.8349443354271,57.4666275100227,0.00888500120902697
"340",0.4,0,10,57.9214224878195,47.0400940534169,0.00845441569226933
"341",0.4,0.1,1,75.4253091024163,52.8595135231656,0.0076936892286809
"342",0.4,0.1,2,80.2499097827422,147.360129850992,0.016502662521104
"343",0.4,0.1,3,62.8931146523016,139.313815526382,0.014310626964792
"344",0.4,0.1,4,67.7471336294587,140.626199405069,0.0163735276595369
"345",0.4,0.1,5,73.6013746988785,196.839959494233,0.0164818100285086
"346",0.4,0.1,6,65.8643626322584,165.599899383297,0.0144624619048808
"347",0.4,0.1,7,62.5400950903265,50.5057187636752,0.00768991632653923
"348",0.4,0.1,8,80.5440927510548,42.4753153222039,0.0111242117382943
"349",0.4,0.1,9,71.0125645777281,105.965544556268,0.0109949364086713
"350",0.4,0.1,10,84.1331249644679,32.6680201399594,0.00779779093711715
"351",0.4,0.2,1,78.6319034570232,91.6558267248572,0.0103857723800744
"352",0.4,0.2,2,92.2819931867256,28.3433697996669,0.00931430572237345
"353",0.4,0.2,3,86.4865887109683,45.4903109279132,0.0077241266115223
"354",0.4,0.2,4,79.7203804397796,183.593175528137,0.0147781447381611
"355",0.4,0.2,5,102.019449437871,2.29259893560811,0.00910236008244146
"356",0.4,0.2,6,86.9866997570997,13.2187565894069,0.00821283660436747
"357",0.4,0.2,7,81.1618769845111,42.0467805171678,0.00949669961600414
"358",0.4,0.2,8,89.3107452067689,96.1528355413617,0.0120185188989441
"359",0.4,0.2,9,83.3976675436865,70.8968310021622,0.0103631250719795
"360",0.4,0.2,10,83.0446479817115,188.437421643277,0.0157623527728967
"361",0.4,0.3,1,100.989809048777,139.312418200525,0.01517520334754
"362",0.4,0.3,2,97.8420512878329,234.107973697589,0.0183199552634918
"363",0.4,0.3,3,86.5160070077996,99.1384970299495,0.0122765105638592
"364",0.4,0.3,4,83.6624322151678,155.054120301499,0.0136657284882673
"365",0.4,0.3,5,105.04953401149,58.9278753638965,0.0103789811718511
"366",0.4,0.3,6,90.5463136736816,58.1009284808956,0.0125290619999758
"367",0.4,0.3,7,113.845604764036,16.3039308309159,0.00803903147701404
"368",0.4,0.3,8,105.402553573465,137.454810009624,0.0161772264757794
"369",0.4,0.3,9,97.4007768353641,73.8773803219576,0.0178893908668006
"370",0.4,0.3,10,83.0740662785427,103.875088439288,0.013691910993496
"371",0.4,0.4,1,102.343050703015,273.075266770747,0.0161808986237513
"372",0.4,0.4,2,103.078508123796,187.41406546983,0.0169038745522168
"373",0.4,0.4,3,121.494361940162,-12.199248192258,0.00923017224420324
"374",0.4,0.4,4,101.254573720259,37.6492101906478,0.00746987443075357
"375",0.4,0.4,5,105.961501213259,97.2672602928525,0.0105993446322726
"376",0.4,0.4,6,107.932527100953,245.842336406291,0.0187342294110197
"377",0.4,0.4,7,101.51933839174,-5.66252233819489,0.0126874455749502
"378",0.4,0.4,8,110.697847003091,9.08505177633538,0.00718551805763795
"379",0.4,0.4,9,110.756683596754,109.014728445823,0.0125469032896138
